sample_id,subject,task,repeat_id,label_task,window_id,window_start_sec,window_end_sec,progress_end_ratio,task_required_time_min,elapsed_required_ratio,anchor_source,task_difficulty,nasa_tlx_weighted_task_label,hr_n,hr_mean,hr_std,hr_min,hr_max,hr_slope_bpm_per_min,eeg_frontal_delta_power,eeg_frontal_theta_power,eeg_frontal_alpha_power,eeg_frontal_beta_power,eeg_frontal_gamma_power,eeg_frontal_theta_alpha,eeg_frontal_beta_alpha,eeg_central_delta_power,eeg_central_theta_power,eeg_central_alpha_power,eeg_central_beta_power,eeg_central_gamma_power,eeg_central_theta_alpha,eeg_central_beta_alpha,eeg_parietal_delta_power,eeg_parietal_theta_power,eeg_parietal_alpha_power,eeg_parietal_beta_power,eeg_parietal_gamma_power,eeg_parietal_theta_alpha,eeg_parietal_beta_alpha,eeg_occipital_delta_power,eeg_occipital_theta_power,eeg_occipital_alpha_power,eeg_occipital_beta_power,eeg_occipital_gamma_power,eeg_occipital_theta_alpha,eeg_occipital_beta_alpha,eye_n,eye_pupil_filtered_mean,eye_pupil_filtered_std,eye_valid_ratio,eye_fixation_ratio,eye_saccade_ratio,eye_eyes_not_found_ratio,eye_aoi_interval_n,eye_aoi_unique_hit_n,eye_aoi_total_fix_ms,eye_aoi_fixation_n,eye_aoi_fixation_density_per_sec,eye_aoi_coverage_ratio,eye_aoi_max_share,eye_aoi_entropy,eye_aoi_pupil_weighted_mean,log_action_count_win,log_unique_device_count_win,log_action_density_win,log_correct_action_count_win,log_error_action_count_win,log_duplicate_action_count_win,log_extra_action_count_win,log_disallowed_action_count_win,log_error_rate_win,log_duplicate_rate_win,log_extra_rate_win,log_unique_step_count_win,log_action_count_cum,log_unique_device_count_cum,log_action_density_cum,log_correct_action_count_cum,log_error_action_count_cum,log_duplicate_action_count_cum,log_extra_action_count_cum,log_disallowed_action_count_cum,log_error_rate_cum,log_duplicate_rate_cum,log_extra_rate_cum,log_unique_step_count_cum,log_time_since_last_action_sec,log_cum_gap_count,log_cum_idle_gap_total_sec,log_cum_idle_ratio,log_cum_mean_inter_action_sec,log_action_type_diversity_cum,log_recent_60s_action_count,log_recent_60s_action_density
subject_22_task_5_6,22,5_6,,5_6,1,0.0,10.0,0.0131676405234137,18.0,0.0092592592592592,eye,高,6.533333333333333,0,,,,,,6.858331897347149,2.8162733182697512,5.730258521561469,49.31165212199183,79.64852892310168,0.4914740421697989,8.605484715295992,4.110643393286647,2.4353418990479065,3.7542740211453824,12.386863481855617,10.550717028158772,0.6486851746386146,3.2994031368217858,5.124527636931126,2.61827438260665,5.3544130115876385,8.574907889940754,4.863515764770883,0.4889937285264262,1.6014655334550305,10.284234354744587,7.204978409464958,29.780649151253023,46.26033746969377,33.72576622781688,0.2419349011793387,1.5533690093436852,998,2.9838557114228457,0.1041770983754234,0.9859719438877756,0.9288577154308616,0.0661322645290581,0.0050100200400801,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_22_task_5_6,22,5_6,,5_6,2,10.0,20.0,0.0263352810468274,18.0,0.0185185185185185,eye,高,6.533333333333333,0,,,,,,4.6238981786537385,3.5108071493837576,5.817249844966241,45.37403791431053,51.8557236176512,0.603516651845668,7.79991217904684,4.4785751757456085,2.2369478013629247,3.672370856626285,10.022575056704602,9.159810122921494,0.6091290582285996,2.7291838019627708,5.3741299014102175,2.8284436160318505,6.218216669409689,9.71093923483462,5.353300587085943,0.4548641140065583,1.5616920012786406,8.729232475812463,9.871215434124563,38.69737873582908,67.25881576111753,46.22332733424284,0.2550874440749914,1.7380716203096211,998,2.939134083930399,0.1106933968655601,0.9529058116232464,0.872745490981964,0.0841683366733467,0.0240480961923847,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_22_task_5_6,22,5_6,,5_6,3,20.0,30.0,0.0395029215702411,18.0,0.0277777777777777,eye,高,6.533333333333333,0,,,,,,5.816896297878362,3.2600980025056416,6.808854142421457,34.564805785058226,36.53723666796534,0.4788027374817933,5.076449731784947,4.813268302395531,2.372090642424036,3.008266653889489,8.044886243214355,8.828370727152956,0.7885240623058067,2.674259687987716,5.971914199109076,2.848878543984334,6.158646985937413,7.221511820351238,3.8701807013467553,0.4625818869776807,1.1725808991554083,10.70911314094092,11.354889121092262,47.91602825316619,52.781562553393506,41.00125186360143,0.2369747563612381,1.1015429382944697,999,2.9428868868868863,0.141525323007308,0.96996996996997,0.8598598598598599,0.1101101101101101,0.008008008008008,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_22_task_5_6,22,5_6,,5_6,4,30.0,40.0,0.0526705620936548,18.0,0.037037037037037,eye,高,6.533333333333333,0,,,,,,8.855834870765083,7.245387338551018,9.375978888146712,65.96750271796583,100.63369807469444,0.7727606285153619,7.035798982158884,4.587517292402068,3.9813176609101695,5.185384878560858,13.45554733150538,14.608092854538766,0.7677959793054238,2.5948984784403906,7.597594643604266,3.3324807956164895,6.66874086066799,10.23160753600834,6.056697588727913,0.4997166429529972,1.5342637762930658,14.411126505101976,10.602378274037394,41.6723697289822,69.83908594428489,58.553631283160904,0.2544222549135159,1.6759086751842045,998,2.890751503006012,0.1650983730722954,0.9579158316633266,0.8957915831663327,0.0711422845691382,0.0120240480961923,6,1,1041.9999999999998,0.9999999999999998,0.0999999999999999,0.1041999999999999,1.0,-1.000088900581841e-12,2.8509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_22_task_5_6,22,5_6,,5_6,5,40.0,50.0,0.0658382026170685,18.0,0.0462962962962962,eye,高,6.533333333333333,0,,,,,,7.236888424388984,4.602433098317186,9.930680246740645,59.799272081102295,78.920396724169,0.4634559752165774,6.021669270917172,3.85917047299472,2.3013497953547315,4.197563413684491,12.80730541490935,12.714309008951725,0.5482584939281901,3.051128512592856,5.253994288074171,2.9361186055511688,5.55858516418829,9.11062516786475,6.463372582517908,0.5282132986766831,1.639018724865603,8.215621798617969,9.071676066853833,60.42045259592425,74.14936359313306,57.816248548240765,0.1501424712509647,1.227222908921654,998,2.9652914521112255,0.2051079537708232,0.9158316633266532,0.7985971943887775,0.1342685370741483,0.0290581162324649,6,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_22_task_5_6,22,5_6,,5_6,6,50.0,60.0,0.0790058431404822,18.0,0.0555555555555555,eye,高,6.533333333333333,1,78.0,,78.0,78.0,,5.599851903108348,3.103906852221248,7.195698588512146,56.16397049348445,59.33691084286632,0.4313558737961316,7.80521443507231,5.175379968331273,2.38236586461752,5.080354266387734,12.872844895295248,11.639760508054698,0.4689369559086762,2.5338478815273997,5.097412593497909,3.409506831631684,6.893475644323521,9.350801423328567,5.672699245771711,0.4945990974000561,1.3564712353816102,10.26180865918367,8.469099253489052,52.99798824879229,62.70719024339136,54.17879044027387,0.1598003911720563,1.1831994442698552,998,2.926379695431472,0.2239806266890531,0.9238476953907816,0.8687374749498998,0.0831663326653306,0.0200400801603206,16,1,663.1726054266119,0.2647924158221648,0.0264792415822164,0.0663172605426611,1.0,-1.000088900581841e-12,2.94818,4.0,1.0,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.06666666666666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.6666666666666666,1.0,4.0,0.06666666666666667
subject_22_task_5_6,22,5_6,,5_6,7,60.0,70.0,0.0921734836638959,18.0,0.0648148148148148,eye,高,6.533333333333333,3,75.0,1.0,74.0,76.0,-13.27868852459033,7.192017575016801,2.5838252922753537,5.422859960718068,41.11205285843684,62.157132709709714,0.4764691161106835,7.581249222042051,5.080849093820903,2.3336937704030674,3.675333246733471,9.769455618815888,10.433402839737656,0.6349611351507204,2.658114234266701,6.286593433012325,2.435355247850421,5.061004305681433,7.610357797689211,4.92402137198314,0.4811999952492661,1.5037248217998749,12.833677856593804,6.615037419923781,44.88372127216112,55.17122770599906,41.72701091855675,0.1473816616009226,1.229203509474129,998,2.936658240647118,0.1498418210695397,0.9609218436873748,0.8897795591182365,0.0811623246492986,0.0140280561122244,5,1,4345.827394573392,1.7352075841778367,0.1735207584177836,0.4345827394573391,1.0,-1.000088900581841e-12,2.94818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.05714285714285714,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.6666666666666666,1.0,4.0,0.06666666666666667
subject_22_task_5_6,22,5_6,,5_6,8,70.0,80.0,0.1053411241873096,18.0,0.074074074074074,eye,高,6.533333333333333,2,74.0,0.0,74.0,74.0,-1.8271098919545434e-13,6.242792728114605,4.015957570461783,5.193006024825738,56.86872493680847,113.96995960093804,0.7733396709464719,10.951022329830016,4.487089327471996,2.293079252251504,4.132157672906455,11.170184679375843,12.978656439461105,0.5549350808384352,2.7032329266174924,6.622049569712252,2.6527319342064173,4.365388794052384,7.646827461613404,5.4268422709422826,0.6076736939950519,1.7516944818367175,12.311774081304714,7.995239395803419,31.72117331671524,48.5235828952354,37.47308051233696,0.2520474042992094,1.5296906709836693,999,2.8576387487386476,0.1200869073850328,0.975975975975976,0.915915915915916,0.06006006006006,0.008008008008008,11,1,151.6998514904,0.3690993953537713,0.0369099395353771,0.01516998514904,1.0,-1.000088900581841e-12,2.85966,1.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0625,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,17.0,0.2125,4.75,2.0,5.0,0.08333333333333333
subject_22_task_5_6,22,5_6,,5_6,9,80.0,90.0,0.1185087647107234,18.0,0.0833333333333333,eye,高,6.533333333333333,1,73.0,,73.0,73.0,,6.651377722187567,2.8735757702853877,4.878298553623732,37.70956196543844,41.78371211154096,0.5890528713440095,7.730064396617702,4.376464828686876,2.195702360634087,4.193239926296863,9.413649348898216,8.147497390508894,0.5236290790002939,2.2449584365213284,6.607391834931357,2.1977913354855136,4.105827885701323,6.741706582829401,4.741985154260585,0.5352857929430974,1.641984703330505,14.197629877065811,5.811270948648496,25.94956142873779,48.678627412045635,35.43964841363173,0.2239448618277153,1.8758940318018855,998,2.8335775075987844,0.0731418834337758,0.9609218436873748,0.9048096192384768,0.0691382765531062,0.0140280561122244,11,1,217.99087726742337,0.5303914288745094,0.0530391428874509,0.0217990877267423,1.0,-1.000088900581841e-12,2.85966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.05555555555555555,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,17.0,0.18888888888888888,4.75,2.0,5.0,0.08333333333333333
subject_22_task_5_6,22,5_6,,5_6,10,90.0,100.0,0.1316764052341371,18.0,0.0925925925925925,eye,高,6.533333333333333,3,74.66666666666667,0.5773502691896257,74.0,75.0,1.2244897959185397,7.862380499630174,4.699609422725279,5.591304444662984,36.773967289864245,46.152982922746816,0.8405211108136231,6.576992480702023,4.524713674371282,2.5757436610845095,4.533359390387123,9.100573375033314,8.172601376899886,0.5681754829644238,2.0074678822797183,7.002327951803395,3.430104059093272,4.548589074335829,7.144171971185891,4.38715039125467,0.754102866413389,1.570634729678029,17.8126791834237,8.462192335061728,40.55332793535788,51.10226507950458,32.06894890231759,0.2086682589539997,1.2601250669479394,998,2.768514028056112,0.0354158177095959,1.0,0.9759519038076152,0.0240480961923847,0.0,5,1,41.30927124217664,0.1005091757717193,0.0100509175771719,0.0041309271242176,1.0,-1.000088900581841e-12,2.85966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.05,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,1.0,17.0,0.17,4.75,2.0,5.0,0.08333333333333333
