sample_id,subject,task,repeat_id,label_task,window_id,window_start_sec,window_end_sec,progress_end_ratio,task_required_time_min,elapsed_required_ratio,anchor_source,task_difficulty,nasa_tlx_weighted_task_label,hr_n,hr_mean,hr_std,hr_min,hr_max,hr_slope_bpm_per_min,eeg_frontal_delta_power,eeg_frontal_theta_power,eeg_frontal_alpha_power,eeg_frontal_beta_power,eeg_frontal_gamma_power,eeg_frontal_theta_alpha,eeg_frontal_beta_alpha,eeg_central_delta_power,eeg_central_theta_power,eeg_central_alpha_power,eeg_central_beta_power,eeg_central_gamma_power,eeg_central_theta_alpha,eeg_central_beta_alpha,eeg_parietal_delta_power,eeg_parietal_theta_power,eeg_parietal_alpha_power,eeg_parietal_beta_power,eeg_parietal_gamma_power,eeg_parietal_theta_alpha,eeg_parietal_beta_alpha,eeg_occipital_delta_power,eeg_occipital_theta_power,eeg_occipital_alpha_power,eeg_occipital_beta_power,eeg_occipital_gamma_power,eeg_occipital_theta_alpha,eeg_occipital_beta_alpha,eye_n,eye_pupil_filtered_mean,eye_pupil_filtered_std,eye_valid_ratio,eye_fixation_ratio,eye_saccade_ratio,eye_eyes_not_found_ratio,eye_aoi_interval_n,eye_aoi_unique_hit_n,eye_aoi_total_fix_ms,eye_aoi_fixation_n,eye_aoi_fixation_density_per_sec,eye_aoi_coverage_ratio,eye_aoi_max_share,eye_aoi_entropy,eye_aoi_pupil_weighted_mean,log_action_count_win,log_unique_device_count_win,log_action_density_win,log_correct_action_count_win,log_error_action_count_win,log_duplicate_action_count_win,log_extra_action_count_win,log_disallowed_action_count_win,log_error_rate_win,log_duplicate_rate_win,log_extra_rate_win,log_unique_step_count_win,log_action_count_cum,log_unique_device_count_cum,log_action_density_cum,log_correct_action_count_cum,log_error_action_count_cum,log_duplicate_action_count_cum,log_extra_action_count_cum,log_disallowed_action_count_cum,log_error_rate_cum,log_duplicate_rate_cum,log_extra_rate_cum,log_unique_step_count_cum,log_time_since_last_action_sec,log_cum_gap_count,log_cum_idle_gap_total_sec,log_cum_idle_ratio,log_cum_mean_inter_action_sec,log_action_type_diversity_cum,log_recent_60s_action_count,log_recent_60s_action_density
subject_25_task_3,25,3,,3,1,0.0,10.0,0.0089425441538117,10.0,0.0166666666666666,eye,低,4.666666666666667,0,,,,,,15.44770238067176,2.858643696019461,2.7761198329955876,6.548397991281128,4.139433948842118,1.0297263331514137,2.3588311691196133,10.275534111703804,3.455146133880946,2.157118530670407,5.420553175072876,1.8373983352510497,1.6017414364370268,2.512867558273783,20.574696621274462,5.426511407017486,4.619546088855337,17.333107029766936,12.648364353457833,1.1746849804375703,3.752123411341882,26.84504870414261,8.317680869812209,22.76124820454827,49.61070630644169,31.913329270706715,0.3654316667989292,2.1796127286432485,958,3.08573219978746,0.1895730098908912,0.8747390396659708,0.826722338204593,0.1148225469728601,0.034446764091858,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_25_task_3,25,3,,3,2,10.0,20.0,0.0178850883076235,10.0,0.0333333333333333,eye,低,4.666666666666667,0,,,,,,13.1345065001737,2.5678748833894236,2.973992325951144,7.0456379330497,4.118097451119832,0.8634436817412313,2.369084100039283,8.57428978882716,2.6591909407275685,2.2527876467338657,5.329740736730687,2.560289557248029,1.1804001786776992,2.365842490506305,21.397976805129375,4.127398202589007,4.35778330282036,16.770527323681716,9.800382813528287,0.9471325019575324,3.8484078161545616,23.800297507107334,7.507896723659911,18.421985303334747,38.90044725863057,23.545980271761664,0.4075509018184284,2.111631651969064,998,3.33960303030303,0.2127853439965405,0.9849699398797596,0.8937875751503006,0.0871743486973948,0.0080160320641282,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_25_task_3,25,3,,3,3,20.0,30.0,0.0268276324614352,10.0,0.05,eye,低,4.666666666666667,0,,,,,,12.57641422706086,2.2934479963228074,2.5837079421978744,5.051645215036976,2.958512606902713,0.8876576020321583,1.955192044941314,11.897586365150197,2.8673566921707043,1.832073586359118,4.651870756365599,1.7426617461554157,1.5650881675932056,2.5391287724475453,19.673993051669537,4.8093997863783455,4.635120655626323,12.406212508766766,6.374798812876467,1.037599696685452,2.6765673281250044,24.09088706644896,6.779418746924221,24.006018720941142,35.81839242664342,23.15023214072757,0.282404959595001,1.492058839202604,998,3.1829610256410255,0.1182638634378688,0.9509018036072144,0.8787575150300602,0.0821643286573146,0.0270541082164328,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_25_task_3,25,3,,3,4,30.0,40.0,0.035770176615247,10.0,0.0666666666666666,eye,低,4.666666666666667,0,,,,,,10.75641632802438,2.9912483860695045,2.343030740320236,6.139549938274387,3.677858958668005,1.276657764063596,2.6203454494307055,7.274554783349225,3.2954459256430737,1.8176590526228824,4.226684237661195,2.235636937652057,1.813016539536248,2.325344916342858,22.564500882090087,4.535899483184323,3.616013930964144,11.042969336071806,7.0245074560285605,1.254392148310919,3.0539067456323106,51.515792537272254,8.336151506868063,14.656689635425058,24.681956376537315,18.218257657502964,0.5687608671687825,1.6840062108486828,999,3.243074747474748,0.1677800587011527,0.971971971971972,0.901901901901902,0.065065065065065,0.016016016016016,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_25_task_3,25,3,,3,5,40.0,50.0,0.0447127207690588,10.0,0.0833333333333333,eye,低,4.666666666666667,0,,,,,,12.1177753851049,2.134597796020068,1.857285850092104,5.1976665622508875,2.9455227611880312,1.1493103207103053,2.7985280574840603,6.558111551121253,2.5277911164525224,1.6291120439109186,3.8999420052039526,1.5479965546106398,1.551637363372623,2.3939065577353285,20.938802722081547,4.852381280435701,3.677692841930085,11.01077131312142,5.03667226243528,1.3194090667694611,2.9939344546628512,27.21377490261712,7.148875248862621,10.648149397838898,22.131184340915414,14.685553734896528,0.6713725532732969,2.078406633307292,998,3.117396149949341,0.1457025510160546,0.9448897795591182,0.8607214428857716,0.0811623246492986,0.0240480961923847,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_25_task_3,25,3,,3,6,50.0,60.0,0.0536552649228705,10.0,0.1,eye,低,4.666666666666667,0,,,,,,9.719290569060911,2.862899896476605,2.3609968708816984,5.387424039623919,3.497050050472227,1.2125809787318669,2.2818429393394415,4.584180555852638,2.683738371838644,1.746927092537334,3.962846412409362,1.6468717714662011,1.5362623794108277,2.2684669722841746,24.04286925579385,5.862643638804703,4.6050839434763775,11.914607673484635,6.356876502232669,1.2730807322437196,2.5872726360098226,30.113222799983188,9.86237319606621,8.70742630373401,19.45859046686759,13.839276192230892,1.1326392957051987,2.234712047866906,998,3.131182926829268,0.1679017875050058,0.9619238476953909,0.905811623246493,0.0581162324649298,0.0180360721442885,1,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_25_task_3,25,3,,3,7,60.0,70.0,0.0625978090766823,10.0,0.1166666666666666,eye,低,4.666666666666667,0,,,,,,21.667845631983184,3.1127428460603133,3.1030115825800073,5.804473407588218,3.249695615912537,1.0031360706273016,1.8705935357038124,8.22221828525276,2.879117586433223,2.1369203224153215,4.390433830301306,1.6110103212208335,1.3473209816166705,2.05456131623049,19.792373908251783,4.8238495870541716,4.380677601956808,11.40591989956936,5.631766836348573,1.101165167895351,2.6036885011748963,26.58076236884836,10.864754199296902,14.6005220139222,25.094225763774507,16.870634230118945,0.744134640455794,1.718721134754369,998,3.130744488977956,0.1144587973620642,0.9819639278557114,0.9278557114228456,0.065130260521042,0.0,1,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_25_task_3,25,3,,3,8,70.0,80.0,0.071540353230494,10.0,0.1333333333333333,eye,低,4.666666666666667,0,,,,,,11.689656842870503,2.7181665596074196,1.9347715571362956,5.607820303010978,2.9601998099141156,1.4049031006175463,2.8984405328509455,19.11454050229642,3.133322227123074,1.869785402230136,4.248210929389175,1.454189200666976,1.6757656912851542,2.2720312846181363,24.770733222053508,4.223044989422073,3.931059107573093,10.577841533385186,5.204569519743992,1.0742766450106225,2.6908375691953403,34.4795971446932,8.562570471954867,9.875455478807906,20.38887817677007,15.01876289206624,0.8670557515376981,2.0646012956590507,998,3.122371165644172,0.1017235011823998,0.9679358717434868,0.9228456913827656,0.0480961923847695,0.0200400801603206,1,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_25_task_3,25,3,,3,9,80.0,90.0,0.0804828973843058,10.0,0.15,eye,低,4.666666666666667,0,,,,,,13.075288363853772,2.453273252095165,2.3922020955977508,6.478690313185109,3.8176456474901297,1.0255292630207955,2.708253757116724,9.293189437527545,2.7542711673263276,1.6428087113925878,4.48312827568503,1.6460609438668503,1.6765623095531113,2.7289411387919533,15.797528463228076,4.612468130854484,3.7690783831598464,11.108698999754132,5.800794588568024,1.2237655102804132,2.9473250143556413,25.250507452397244,6.703686783422253,8.882519184835097,17.668602043450374,10.93395113978863,0.7547055788933493,1.989143133359682,999,3.1070941658137157,0.1158079482497321,0.964964964964965,0.8858858858858859,0.061061061061061,0.023023023023023,1,1,201.47425005033224,0.3794241997181398,0.0379424199718139,0.0201474250050332,1.0,-1.000088900581841e-12,3.07531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_25_task_3,25,3,,3,10,90.0,100.0,0.0894254415381176,10.0,0.1666666666666666,eye,低,4.666666666666667,0,,,,,,11.279502960421858,3.4484179244726167,2.1603208777089593,4.939787812271055,2.6224599594394533,1.596252649342396,2.286599117400442,6.7526472986840105,3.2691453567080764,1.8003346363390065,4.285656830236216,1.5092023930127925,1.8158542810440548,2.3804779087909624,22.831231689104193,5.320155118412046,4.201262181049663,10.14160727563674,4.520927777412848,1.266323045109942,2.413942962517734,25.79748181123472,8.993517085625808,9.414693218790132,19.63815525265858,11.786545523105408,0.9552639556726364,2.085904956888468,998,3.115555110220441,0.0914969811612533,0.996993987975952,0.9488977955911824,0.0410821643286573,0.0,1,1,213.8111536138514,0.402657539762432,0.0402657539762432,0.0213811153613851,1.0,-1.000088900581841e-12,3.07531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
