sample_id,subject,task,repeat_id,label_task,window_id,window_start_sec,window_end_sec,progress_end_ratio,task_required_time_min,elapsed_required_ratio,anchor_source,task_difficulty,nasa_tlx_weighted_task_label,hr_n,hr_mean,hr_std,hr_min,hr_max,hr_slope_bpm_per_min,eeg_frontal_delta_power,eeg_frontal_theta_power,eeg_frontal_alpha_power,eeg_frontal_beta_power,eeg_frontal_gamma_power,eeg_frontal_theta_alpha,eeg_frontal_beta_alpha,eeg_central_delta_power,eeg_central_theta_power,eeg_central_alpha_power,eeg_central_beta_power,eeg_central_gamma_power,eeg_central_theta_alpha,eeg_central_beta_alpha,eeg_parietal_delta_power,eeg_parietal_theta_power,eeg_parietal_alpha_power,eeg_parietal_beta_power,eeg_parietal_gamma_power,eeg_parietal_theta_alpha,eeg_parietal_beta_alpha,eeg_occipital_delta_power,eeg_occipital_theta_power,eeg_occipital_alpha_power,eeg_occipital_beta_power,eeg_occipital_gamma_power,eeg_occipital_theta_alpha,eeg_occipital_beta_alpha,eye_n,eye_pupil_filtered_mean,eye_pupil_filtered_std,eye_valid_ratio,eye_fixation_ratio,eye_saccade_ratio,eye_eyes_not_found_ratio,eye_aoi_interval_n,eye_aoi_unique_hit_n,eye_aoi_total_fix_ms,eye_aoi_fixation_n,eye_aoi_fixation_density_per_sec,eye_aoi_coverage_ratio,eye_aoi_max_share,eye_aoi_entropy,eye_aoi_pupil_weighted_mean,log_action_count_win,log_unique_device_count_win,log_action_density_win,log_correct_action_count_win,log_error_action_count_win,log_duplicate_action_count_win,log_extra_action_count_win,log_disallowed_action_count_win,log_error_rate_win,log_duplicate_rate_win,log_extra_rate_win,log_unique_step_count_win,log_action_count_cum,log_unique_device_count_cum,log_action_density_cum,log_correct_action_count_cum,log_error_action_count_cum,log_duplicate_action_count_cum,log_extra_action_count_cum,log_disallowed_action_count_cum,log_error_rate_cum,log_duplicate_rate_cum,log_extra_rate_cum,log_unique_step_count_cum,log_time_since_last_action_sec,log_cum_gap_count,log_cum_idle_gap_total_sec,log_cum_idle_ratio,log_cum_mean_inter_action_sec,log_action_type_diversity_cum,log_recent_60s_action_count,log_recent_60s_action_density
subject_22_task_5_6,22,5_6,,5_6,1,0.0,30.0,0.0395029215702411,18.0,0.0277777777777777,eye,高,6.533333333333333,0,,,,,,6.064710159152043,3.179346405299046,6.317397621119656,43.83704122907602,56.10085809646024,0.5032683702970019,6.939098004932388,4.644939821057317,2.3397337906721405,3.7936535615220266,10.176079174536095,9.47442017985609,0.6167494613644772,2.682395482220422,5.618695900797091,2.6893144020965365,6.038613613313887,8.644594655911678,4.709813586305738,0.4453529525663238,1.431552871151111,10.920383265611134,9.06311290879114,38.3122028767586,53.365091417858594,38.570227650780474,0.2365594308932079,1.392900627236748,2995,2.95540215198386,0.1216431496002872,0.9696160267111852,0.8871452420701169,0.0868113522537562,0.0123539232053422,0,0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_22_task_5_6,22,5_6,,5_6,2,5.0,35.0,0.0460867418319479,18.0,0.0324074074074074,eye,高,6.533333333333333,0,,,,,,6.889696903831957,3.714550941241684,7.5906176954995965,47.12555031546521,59.135550115214954,0.4893608254627294,6.208394653231646,4.43188599156427,2.6469230127286796,4.186157349121387,10.64923087831882,10.370499196451286,0.6323037554439348,2.54391557463886,5.799868174592658,3.105644243877764,6.282393520257001,9.067398593846567,5.034883441868826,0.4943409281612015,1.4433031876480793,11.65798047206142,10.891918613086458,46.45480110551882,56.64622258815387,43.93398511434044,0.2344627111489775,1.2193835995441238,2995,2.9361768661735046,0.1214032193331142,0.965609348914858,0.8821368948247078,0.0881469115191986,0.0143572621035058,6,1,580.4367201426024,0.5570409982174688,0.0185680332739156,0.01934789067142,1.0,-1.000088900581841e-12,2.8509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_22_task_5_6,22,5_6,,5_6,3,10.0,40.0,0.0526705620936548,18.0,0.037037037037037,eye,高,6.533333333333333,0,,,,,,6.58746656952107,4.591610005511722,7.255504679740497,48.276527745560344,61.35539203607587,0.6328450201862384,6.653779423554451,4.6247073930649885,2.8727758563286856,4.078322947977097,10.641153415373514,10.486202146058655,0.704401268112821,2.609198327624268,6.35553272545502,3.1310239411692775,6.241206611805854,9.002309384710736,5.042185260486189,0.5016696507445594,1.442398873269471,11.62604238717,10.804974970366438,43.53222851083875,61.05021241163277,45.971379398900346,0.2482063367758944,1.4024141308647302,2995,2.924158708809684,0.1430146345697672,0.9602671118530884,0.8761268781302171,0.0884808013355592,0.0146911519198664,6,1,1041.9999999999998,0.9999999999999998,0.0333333333333333,0.0347333333333333,1.0,-1.000088900581841e-12,2.8509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_22_task_5_6,22,5_6,,5_6,4,15.0,45.0,0.0592543823553617,18.0,0.0416666666666666,eye,高,6.533333333333333,0,,,,,,6.904268393627109,4.147805278719432,7.613539735679893,45.76067046084261,61.81950071774429,0.5447932791735842,6.010432998253231,4.4658955733080274,3.034129102624949,3.8978086027847145,11.13708143108033,11.222778513372788,0.7784192123895652,2.8572673945877325,6.075156039232318,3.0592333414222592,5.817356958853679,9.131138093094531,5.034850663271969,0.5258802860234121,1.5696368914060654,11.718921776717863,10.7559514676041,48.34006829894418,59.02439411801611,46.53950713934538,0.2225059220249183,1.2210242185219522,2995,2.9268706317204294,0.1687350159604218,0.9535893155258764,0.8694490818030051,0.0908180300500834,0.0136894824707846,12,1,1041.9999999999998,0.9999999999999998,0.0333333333333333,0.0347333333333333,1.0,-1.000088900581841e-12,2.8509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_22_task_5_6,22,5_6,,5_6,5,20.0,50.0,0.0658382026170685,18.0,0.0462962962962962,eye,高,6.533333333333333,0,,,,,,7.294964230630672,4.873837792104672,8.327628374292324,51.496958693177845,67.93597922211438,0.5852612019948413,6.183868489154816,4.408260151718863,2.798275368570136,4.117739265687769,11.36291839669529,11.739215844998952,0.6795659433533249,2.759504102501106,6.285314164697615,3.1030233959341,6.088389140836345,8.968598749294102,5.4139948106669875,0.5096624614746367,1.4730659525586949,11.306454107087951,10.75516780607117,52.54184774964414,67.64694437808228,52.97282319804557,0.2046971750464183,1.2874869703938123,2995,2.932685983827493,0.174999135571968,0.9479131886477462,0.8514190317195326,0.1051752921535893,0.0163606010016694,12,1,1041.9999999999998,0.9999999999999998,0.0333333333333333,0.0347333333333333,1.0,-1.000088900581841e-12,2.8509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_22_task_5_6,22,5_6,,5_6,6,25.0,55.0,0.0724220228787754,18.0,0.0509259259259259,eye,高,6.533333333333333,1,78.0,,78.0,78.0,,7.894339410080034,4.936179641328895,9.515052925127126,58.75595395774802,77.01578747376355,0.5187758470889372,6.175052773756696,4.293396934221949,2.8367356419211665,4.383750648255111,13.110604288185526,12.330624166141089,0.6471024174356925,2.99072765313511,6.2646528510435955,3.094116593217141,6.080203654768446,9.78234898096636,5.820718939457462,0.5088837099708916,1.608885086158994,11.275147933897832,9.947088293531818,57.15341568918689,73.10988207079981,54.17093695286076,0.1740418866236502,1.2791865751014386,2994,2.915583080552747,0.1742021512628361,0.9452237808951236,0.855377421509686,0.0958583834335337,0.0187040748162992,17,1,1041.9999999999998,0.9999999999999998,0.0333333333333333,0.0347333333333333,1.0,-1.000088900581841e-12,2.8509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
subject_22_task_5_6,22,5_6,,5_6,7,30.0,60.0,0.0790058431404822,18.0,0.0555555555555555,eye,高,6.533333333333333,1,78.0,,78.0,78.0,,7.214786087351486,4.690195457419808,8.587770265827736,57.62721063933366,74.12118452747113,0.5461482215101782,6.7103810250540326,4.529325282007137,2.7037481820048543,4.5184706400882275,12.853045455527022,12.526707707068589,0.5983768397247041,2.8445565943250335,6.203434530895024,3.058384815030644,6.266882484787523,9.560018173056754,5.934837696376226,0.4880233229926822,1.525482278670953,10.60197968493573,9.04025955352949,53.89932436180225,69.9641454440994,57.54787123834857,0.1677249141908762,1.298052364709827,2994,2.927133378469871,0.2016549421549696,0.9325317301269204,0.85437541750167,0.096192384769539,0.0203740814963259,22,2,1705.1726054266117,1.2647924158221646,0.0421597471940721,0.0568390868475537,0.6110818322344002,0.668261709475698,2.8887339593602372,4.0,1.0,0.13333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.06666666666666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.6666666666666666,1.0,4.0,0.06666666666666667
subject_22_task_5_6,22,5_6,,5_6,8,35.0,65.0,0.0855896634021891,18.0,0.0601851851851851,eye,高,6.533333333333333,2,77.0,1.4142135623730951,76.0,78.0,-13.333333333333334,6.9159276206937665,4.3132733038707425,8.324345678472673,53.73681858906156,68.63303289051409,0.5181516326292362,6.4553804784955835,4.156222632457365,2.5139434048644467,4.420887755626972,12.478834706607898,11.961273239927603,0.5686512627841912,2.822698832542095,5.8281553929858685,2.8318934178142534,5.963139090784066,9.169276408842771,5.7047670215533515,0.4748997758900004,1.537659321583449,9.669127629797034,7.564391815124114,53.45226162708763,65.63072149569071,53.646433573175614,0.1415167774919884,1.2278380651798555,2994,2.932510696095076,0.203290033219395,0.9331997327989312,0.8550434201736807,0.096192384769539,0.021376085504342,22,2,3853.8412574099766,1.7974321411526966,0.0599144047050898,0.1284613752469992,0.8802329289069896,0.3664606396531514,2.936529059324072,4.0,1.0,0.13333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.06153846153846154,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.6666666666666666,1.0,4.0,0.06666666666666667
subject_22_task_5_6,22,5_6,,5_6,9,40.0,70.0,0.0921734836638959,18.0,0.0648148148148148,eye,高,6.533333333333333,4,75.75,1.707825127659933,74.0,78.0,-13.195020746887794,6.828310051237696,3.327811760959394,7.493333497709576,51.54366868478548,66.92943969493814,0.4441029832686051,6.87860332127756,4.624156906146306,2.2144725092950117,4.219423615649803,11.930967947274787,11.43990544076665,0.5248282019092735,2.8276297983030045,5.771402872580197,2.837543648332863,5.698727667607269,8.577526407256615,5.576963394180192,0.497925820260203,1.50516517151943,10.567206243025415,7.500387130576489,54.630568372328234,61.77972069343058,50.73836665476677,0.137292862842987,1.1308635903690063,2994,2.9426611205432938,0.1960453150587601,0.9335337341349366,0.8523714094856379,0.0995323981295925,0.0210420841683366,16,1,5009.000000000004,2.0000000000000013,0.0666666666666667,0.1669666666666668,1.0,-1.000088900581841e-12,2.94818,4.0,1.0,0.13333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.05714285714285714,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.6666666666666666,1.0,4.0,0.06666666666666667
subject_22_task_5_6,22,5_6,,5_6,10,45.0,75.0,0.0987573039256028,18.0,0.0694444444444444,eye,高,6.533333333333333,5,75.4,1.6733200530681511,74.0,78.0,-12.476635514018565,6.1451291611390895,2.9680262602661385,7.311466937599486,50.82796378547684,72.94404736445057,0.40594128176973,6.95181476156203,4.07486042450644,2.1444860886324855,4.216138610224179,11.740990066744438,11.07576154359412,0.5086374730261678,2.7847732610764786,5.711924762183547,2.642732104743861,5.583685536790869,8.345741605075695,5.446372966865132,0.4732952970454579,1.4946654051496375,10.18912380851493,6.679546889954918,50.749235040870225,60.976370916744855,47.93586371522253,0.131618671386389,1.201522956309358,2995,2.928717281028069,0.1786013087450168,0.9479131886477462,0.867779632721202,0.0948247078464106,0.01669449081803,21,1,5051.704412856692,2.1039036809165177,0.0701301226972172,0.168390147095223,1.0,-1.000088900581841e-12,2.9474316991658385,5.0,1.0,0.16666666666666666,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.06666666666666667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0,0.22666666666666666,4.75,2.0,5.0,0.08333333333333333
