sample_id,subject,task,repeat_id,label_task,window_id,window_start_sec,window_end_sec,progress_end_ratio,task_required_time_min,elapsed_required_ratio,anchor_source,task_difficulty,nasa_tlx_weighted_task_label,hr_n,hr_mean,hr_std,hr_min,hr_max,hr_slope_bpm_per_min,eeg_frontal_delta_power,eeg_frontal_theta_power,eeg_frontal_alpha_power,eeg_frontal_beta_power,eeg_frontal_gamma_power,eeg_frontal_theta_alpha,eeg_frontal_beta_alpha,eeg_central_delta_power,eeg_central_theta_power,eeg_central_alpha_power,eeg_central_beta_power,eeg_central_gamma_power,eeg_central_theta_alpha,eeg_central_beta_alpha,eeg_parietal_delta_power,eeg_parietal_theta_power,eeg_parietal_alpha_power,eeg_parietal_beta_power,eeg_parietal_gamma_power,eeg_parietal_theta_alpha,eeg_parietal_beta_alpha,eeg_occipital_delta_power,eeg_occipital_theta_power,eeg_occipital_alpha_power,eeg_occipital_beta_power,eeg_occipital_gamma_power,eeg_occipital_theta_alpha,eeg_occipital_beta_alpha,eye_n,eye_pupil_filtered_mean,eye_pupil_filtered_std,eye_valid_ratio,eye_fixation_ratio,eye_saccade_ratio,eye_eyes_not_found_ratio,eye_aoi_interval_n,eye_aoi_unique_hit_n,eye_aoi_total_fix_ms,eye_aoi_fixation_n,eye_aoi_fixation_density_per_sec,eye_aoi_coverage_ratio,eye_aoi_max_share,eye_aoi_entropy,eye_aoi_pupil_weighted_mean
subject_24_task_4,24,4,,4,1,0.0,30.0,0.021466305168124773,22.0,0.022727272727272728,eye,中,5.6,3,90.66666666666667,2.3094010767585034,88.0,92.0,-25.05494505494504,292.52803536602715,51.17497612302275,7.131499411930016,6.041898487926044,3.968108732459859,7.17590694004883,0.8472129266138311,10.238603162396414,4.451450514917172,2.579775417619389,6.011786816491724,4.583127224837584,1.7255186186032274,2.3303527801033885,21.381353809569994,6.30348644934991,3.4177829564226414,4.076366346574509,2.099299197203176,1.844320288830659,1.1926931576840678,44.410796626334246,15.589612719034625,13.638591174532678,25.410794511066104,24.621707257607188,1.1430515453931258,1.8631539127381167,2971,2.9370024204702627,0.16235689383730628,0.9212386401884888,0.848199259508583,0.09424436216762033,0.04341972399865365,16,0,0.0,0.0,0.0,0.0,,,
subject_24_task_4,24,4,,4,2,5.0,35.0,0.025044022696145567,22.0,0.026515151515151516,eye,中,5.6,4,90.0,2.309401076758503,88.0,92.0,-23.762376237623503,247.11065838545952,45.66952549193884,6.240667890332737,5.175963099256936,3.588294303758221,7.318050935330875,0.829392492953341,9.72537125570157,4.3067922341306355,2.3211384103651476,5.222225422145598,4.114047058132832,1.855465496972719,2.249855242938343,20.199920290343563,5.933300016398551,3.217577158237561,3.7254142056124255,1.9181011497265013,1.8440272679112801,1.1578321272186785,38.59657911083885,15.526468416038758,13.583182622519756,25.57915693509393,25.186643047594874,1.1430655721507565,1.8831490119764625,2994,2.91571256454389,0.15899052134822142,0.9225116900467601,0.8486973947895792,0.09452237808951236,0.04575818303273213,16,0,0.0,0.0,0.0,0.0,,,
subject_24_task_4,24,4,,4,3,10.0,40.0,0.028621740224166362,22.0,0.030303030303030304,eye,中,5.6,5,90.0,2.0,88.0,92.0,-12.684989429175529,203.33942792829697,41.06696574249758,5.809863690763966,5.027336966843368,3.213204081113223,7.068490403274417,0.8653106569153088,8.79084543246813,4.339786362322669,2.303859266488694,5.000265030006745,3.8605759159556023,1.883702891686143,2.170386491370906,18.716528269758317,5.8648043387816156,3.3161021837552784,3.5795196255050508,1.7970980506366128,1.7685837208249389,1.0794358639007524,34.38871873761647,15.898325367960595,12.996768680107559,25.081044145726576,25.139004738675442,1.2232521605384934,1.9297907628466777,2994,2.8957207520891366,0.14394847713461562,0.9161656646626587,0.8453573814295258,0.08750835003340013,0.05477621910487642,16,0,0.0,0.0,0.0,0.0,,,
subject_24_task_4,24,4,,4,4,15.0,45.0,0.03219945775218716,22.0,0.03409090909090909,eye,中,5.6,6,89.66666666666667,1.96638416050035,88.0,92.0,-9.377123442808712,263.1243037944626,39.92264786865503,5.839672009980035,4.607073664021964,2.987374015912396,6.836453794053327,0.7889267849544371,10.496358415584417,4.162241534742361,2.12406514049476,4.580992591831965,3.763741268782194,1.9595639772953701,2.156710029507339,22.998189090512685,5.552013155688128,3.10156558786306,3.423990238768421,1.7803827677678283,1.7900679506550097,1.1039554514555687,41.278748889234606,14.863151782892011,13.207523227157552,25.817977383978576,25.576516986915824,1.1253549607491984,1.9547932598665567,2994,2.8748291139240503,0.1413804771064498,0.9098196392785571,0.842685370741483,0.0811623246492986,0.061790247160988646,24,2,95.71718100688062,0.17184413107159896,0.005728137702386632,0.003190572700229354,0.7985637342908437,0.5023870756835624,2.9279138599640935
subject_24_task_4,24,4,,4,5,20.0,50.0,0.035777175280207955,22.0,0.03787878787878788,eye,中,5.6,6,89.0,1.6733200530681511,88.0,92.0,-6.93062114057387,237.0817976203364,36.9677747922718,5.645081724386558,4.468367912569141,2.8079269733228562,6.548669549383543,0.791550615337586,10.639649174750891,4.457717897207982,2.122607111110882,4.29416675154215,3.3297475737089663,2.1001144648361243,2.0230624542168645,20.261583488303252,5.64204198604808,3.1244235807455163,3.362729100450724,1.6862263568675366,1.8057865203737316,1.0762718349630256,39.76036558009432,15.958794483647436,12.740399059607698,24.60366982556883,26.648654826926943,1.2526133921694316,1.9311537817973516,2994,2.8531677876106194,0.13177924989999057,0.9064796259185037,0.8319973279893119,0.08583834335337341,0.06713426853707415,24,2,332.8757067920158,0.5976224538456298,0.019920748461520994,0.011095856893067194,0.7985637342908438,0.5023870756835622,2.9279138599640935
subject_24_task_4,24,4,,4,6,25.0,55.0,0.03935489280822875,22.0,0.041666666666666664,eye,中,5.6,6,89.0,1.6733200530681511,88.0,92.0,6.0445138617727805,244.8417145973217,41.89230578134346,5.981725657191495,4.191493663043413,2.597207489089185,7.003381328760653,0.7007164659924205,11.260995105803454,4.645236864794602,2.095585007034323,4.157817594363717,3.2972562569313837,2.216677848525244,1.9840844348509012,22.511341366703686,6.266753333575666,3.113121607149367,3.3245691384113574,1.6434417076983947,2.0130127005587894,1.0679213850099514,42.055457379256026,17.790297129384033,11.851222896049814,23.667431671987302,23.864416589758225,1.5011359827949737,1.9970455268271095,2995,2.881400281392895,0.14120721155050375,0.917195325542571,0.8357262103505843,0.08781302170283806,0.060434056761268784,16,2,570.0342325771511,1.023400776619661,0.034113359220655365,0.019001141085905036,0.7985637342908438,0.5023870756835622,2.9279138599640935
subject_24_task_4,24,4,,4,7,30.0,60.0,0.042932610336249545,22.0,0.045454545454545456,eye,中,5.6,6,90.16666666666667,2.857738033247041,88.0,95.0,12.366950896795203,220.2267035574911,39.51170744625291,5.616403001301482,3.96685839085165,2.4148233395122767,7.03505561069904,0.706298744932017,10.976094598793372,4.723143734406275,2.079489782621523,4.035078268544264,3.021161533096374,2.2712993224963154,1.940417453485833,20.87521818435357,5.960525435520676,3.000288632632218,3.141404324806963,1.5670056194148199,1.9866506744357386,1.0470340388721007,40.149327675716954,16.30597750693394,10.891678565172969,21.779553527786447,22.982235855112204,1.4971041799813698,1.9996507790294462,2995,2.8810122377622376,0.1369567076095359,0.9312186978297162,0.8520868113522537,0.08347245409015025,0.05075125208681135,16,2,807.1927583622863,1.4491790993936917,0.048305969979789726,0.026906425278742877,0.7985637342908438,0.5023870756835623,2.9279138599640935
subject_24_task_4,24,4,,4,8,35.0,65.0,0.04651032786427034,22.0,0.04924242424242424,eye,中,5.6,6,91.33333333333333,3.204163957519444,88.0,95.0,15.426452410383236,254.10035134395397,41.117423597032165,5.868222587154166,4.109811811617178,2.4037013506916605,7.006793451741294,0.7003503617285688,10.993761765929884,4.480902518775516,2.0649651056951828,4.0494367682064265,3.0591587383747076,2.169965248525105,1.9610194656742925,23.035620420958,6.052732479396069,3.0048535521475035,3.2249767216875402,1.5920817788247072,2.014318626300544,1.073255872780462,44.49755913497008,16.828141677577126,11.49236296923894,23.10192419126365,22.258849494325904,1.4642890868153233,2.0101979247522435,2995,2.8828006252170892,0.1730969910109293,0.935559265442404,0.8631051752921536,0.07512520868113523,0.048414023372287146,8,2,1044.3512841474214,1.8749574221677225,0.06249858073892409,0.034811709471580715,0.7985637342908438,0.5023870756835623,2.9279138599640935
subject_24_task_4,24,4,,4,9,40.0,70.0,0.050088045392291135,22.0,0.05303030303030303,eye,中,5.6,6,92.0,3.286335345030997,88.0,95.0,17.57255936675451,267.6512018570041,44.24210677680628,5.7843006058920485,4.139337309195444,2.4503686644258553,7.648652757040332,0.7156158697870924,11.984875703044624,4.732883837886097,2.0843731689045675,4.079479737800494,2.981006053421886,2.270650912462782,1.9571734076506295,22.60387362329342,6.265384782393106,2.8923408685574064,3.254209446808211,1.6106279995007287,2.1661986145906966,1.125112700990631,46.868811642292165,16.525294529274266,10.2910073490325,22.834350039682707,23.88333117555261,1.6057995071617432,2.218864418732483,2995,2.9159217301750773,0.1780115444097919,0.9398998330550918,0.866110183639399,0.08046744574290485,0.03706176961602671,8,2,1281.5098099325567,2.3007357449417536,0.07669119149805845,0.04271699366441856,0.7985637342908438,0.5023870756835622,2.9279138599640935
subject_24_task_4,24,4,,4,10,45.0,75.0,0.05366576292031193,22.0,0.056818181818181816,eye,中,5.6,6,93.0,2.6832815729997477,88.0,95.0,11.916185848770256,206.17354399507386,40.61175478755387,5.665773926298506,3.9139619046783665,2.2817530813761624,7.16790950642216,0.6908079912103708,9.676982146369657,4.852108503919436,1.9466697317593817,3.870860921350838,2.722959998473666,2.4925175671859585,1.988452821862284,18.203594781166654,6.214393156319297,2.8634747348607625,3.1448785394606067,1.5453017160556126,2.1702280382164694,1.0982735419921654,34.41172356908502,15.67022158230363,10.982483156936851,22.963206928707894,22.60685958678012,1.4268377522988387,2.090893889894443,2995,2.948711322679361,0.19611989938907062,0.9422370617696161,0.8664440734557596,0.08247078464106845,0.0330550918196995,8,2,1422.9511547108114,2.5546699366441854,0.08515566455480618,0.04743170515702704,0.7985637342908437,0.5023870756835624,2.927913859964093
