sample_id,subject,task,repeat_id,label_task,window_id,window_start_sec,window_end_sec,progress_end_ratio,task_required_time_min,elapsed_required_ratio,anchor_source,task_difficulty,nasa_tlx_weighted_task_label,hr_n,hr_mean,hr_std,hr_min,hr_max,hr_slope_bpm_per_min,eeg_frontal_delta_power,eeg_frontal_theta_power,eeg_frontal_alpha_power,eeg_frontal_beta_power,eeg_frontal_gamma_power,eeg_frontal_theta_alpha,eeg_frontal_beta_alpha,eeg_central_delta_power,eeg_central_theta_power,eeg_central_alpha_power,eeg_central_beta_power,eeg_central_gamma_power,eeg_central_theta_alpha,eeg_central_beta_alpha,eeg_parietal_delta_power,eeg_parietal_theta_power,eeg_parietal_alpha_power,eeg_parietal_beta_power,eeg_parietal_gamma_power,eeg_parietal_theta_alpha,eeg_parietal_beta_alpha,eeg_occipital_delta_power,eeg_occipital_theta_power,eeg_occipital_alpha_power,eeg_occipital_beta_power,eeg_occipital_gamma_power,eeg_occipital_theta_alpha,eeg_occipital_beta_alpha,eye_n,eye_pupil_filtered_mean,eye_pupil_filtered_std,eye_valid_ratio,eye_fixation_ratio,eye_saccade_ratio,eye_eyes_not_found_ratio,eye_aoi_interval_n,eye_aoi_unique_hit_n,eye_aoi_total_fix_ms,eye_aoi_fixation_n,eye_aoi_fixation_density_per_sec,eye_aoi_coverage_ratio,eye_aoi_max_share,eye_aoi_entropy,eye_aoi_pupil_weighted_mean
subject_23_task_3,23,3,,3,1,0.0,10.0,0.02723694010001064,10.0,0.016666666666666666,eye,低,2.4,0,,,,,,10.707489989573965,3.3638592883194756,2.5879734080106256,5.085101959457943,3.4322787836447395,1.2998044253110288,1.9648972990672495,5.755416907879394,3.1419896677178407,2.575649233146135,3.2424905545396996,1.4196033550081946,1.2198825939819162,1.2589022265966794,7.470444675939378,3.182630951849447,4.889676831870686,5.5748049449104435,3.228036125067052,0.6508877910100739,1.1401172585832513,20.802992866614375,9.15173665987925,9.159054666185595,9.685243747124352,4.566602586628851,0.9992010085567714,1.0574501518023907,998,3.163313953488372,0.19527972544576536,0.8627254509018036,0.7264529058116233,0.1683366733466934,0.06513026052104208,0,0,0.0,0.0,,,,,
subject_23_task_3,23,3,,3,2,10.0,20.0,0.05447388020002128,10.0,0.03333333333333333,eye,低,2.4,0,,,,,,7.876342510017086,5.304164113105026,4.18304831975137,4.119060056491485,2.2781279309809244,1.2680140671720217,0.984702958615671,5.100007559878036,3.7901479706437584,4.485848638874455,3.0269535370763143,1.2564631582498074,0.8449121394329401,0.6747783487041167,6.4410659312337595,4.049662648699936,7.750978077466396,5.471392487363288,2.7186984944461705,0.5224711782469228,0.705897040693444,13.109737264315067,10.961198327272266,11.61579396031457,7.738636704345647,4.655465240095846,0.9436460705760852,0.6662167675136755,998,3.450465336134454,0.363159353365717,0.374749498997996,0.467935871743487,0.24549098196392785,0.12324649298597194,0,0,0.0,0.0,,,,,
subject_23_task_3,23,3,,3,3,20.0,30.0,0.08171082030003192,10.0,0.05,eye,低,2.4,0,,,,,,9.31678295475298,5.4239927043735925,4.918689246738474,8.649585029087506,8.93473881744659,1.1027313237912275,1.7585142291359321,5.323606960026472,3.625810348534895,3.872759388126281,7.940544109742994,5.757180696495169,0.9362343448579529,2.050358236581485,6.081969522107091,4.8158370472566325,6.682178867168767,10.527186535017243,9.457978041701539,0.7206986138784846,1.5754122636165833,10.081844720476731,9.753938302382636,13.5140180031809,15.578091122674826,8.88548653579572,0.7217644892945071,1.1527357088771149,998,3.1956842105263155,0.23984847773800086,0.905811623246493,0.8476953907815631,0.10420841683366733,0.014028056112224449,0,0,0.0,0.0,,,,,
subject_23_task_3,23,3,,3,4,30.0,40.0,0.10894776040004256,10.0,0.06666666666666667,eye,低,2.4,0,,,,,,13.521207246882609,3.42661464706544,3.0286145802101005,4.3174833195672635,2.8728494641324556,1.1314132440146047,1.4255638032581062,5.420259358030282,2.709289287814532,3.0658334372780707,4.046882217702691,2.119041113595193,0.8837040052051593,1.3199941550952687,7.7682086413042715,3.223750195523862,5.111102508710783,7.743298748044182,6.297387518938519,0.6307347954829057,1.5149957831695575,13.403574018190469,7.130515788665403,10.658213541558533,13.530500567824554,9.172132314282477,0.6690160373370339,1.269490474652848,999,3.050382382382382,0.12460115097212016,0.9059059059059059,0.8978978978978979,0.09309309309309309,0.001001001001001001,0,0,0.0,0.0,,,,,
subject_23_task_3,23,3,,3,5,40.0,50.0,0.13618470050005319,10.0,0.08333333333333333,eye,低,2.4,0,,,,,,8.496429208970277,4.439231867988585,2.635885546319661,4.464791620209683,2.871264838581033,1.6841519823145719,1.693848819211297,4.818584867158667,3.4528007994906287,3.0618038590129792,3.302371246663082,1.5897531552065522,1.1277014983591056,1.0785704763360162,6.023160536648216,3.4861713440687794,4.516582262679622,6.157824521978501,3.5112360181890496,0.7718604779713423,1.3633814605482586,14.698744074712037,10.067979965041204,7.790660149311901,11.3206611404258,7.790910764259628,1.292314100741571,1.4531067872888386,998,3.0084178356713425,0.11314508470589592,0.7835671342685371,0.8827655310621243,0.08016032064128256,0.014028056112224449,0,0,0.0,0.0,,,,,
subject_23_task_3,23,3,,3,6,50.0,60.0,0.16342164060006384,10.0,0.1,eye,低,2.4,2,81.0,0.0,81.0,81.0,-1.2789769243681803e-12,10.083560050340914,6.183623020397209,5.648625327246913,4.425265710689548,2.5067349318285306,1.0947129013088657,0.7834234799294753,4.809745886485295,3.7578927147496075,5.247365788654689,3.792261839538714,2.027029228148837,0.7161484192458116,0.7226982055906889,5.673469314969251,4.557926679175665,9.651890575453134,6.961510297348518,4.626477133715804,0.4722314911824082,0.721258725731222,11.878122178532903,11.108819672781152,13.874844773919115,10.307090988532629,7.812363432350385,0.8006446092761104,0.7428617153185828,998,3.054172344689379,0.09088094627533942,0.9879759519038076,0.9198396793587175,0.0781563126252505,0.0,2,2,5.162511264644138,0.00781015319915906,0.000781015319915906,0.0005162511264644138,0.537821482602118,0.6902835168968109,2.963810809379728
subject_23_task_3,23,3,,3,7,60.0,70.0,0.19065858070007446,10.0,0.11666666666666667,eye,低,2.4,2,80.5,2.1213203435596424,79.0,82.0,35.99999999999983,13.224450620653625,6.294991196406624,4.149093151028341,4.834616616631746,2.6596259540411475,1.5171968830939428,1.1652224813110066,5.2745393899805935,4.026675344129181,3.6770522599063313,3.573606261521754,1.64204149911684,1.0950824354701327,0.9718671394713295,8.143761170460635,5.225497411475638,6.897722650861966,6.785766334745379,3.4402321780238756,0.7575685013694542,0.9837690899180186,24.11358715391305,11.59725422653498,13.733175103685241,16.18662891814697,9.885389808909965,0.8444699888391364,1.178651607944863,998,3.0680511022044086,0.10454395587463355,0.9909819639278558,0.9318637274549099,0.061122244488977955,0.004008016032064128,2,2,397.1162511264644,0.6007810153199159,0.06007810153199159,0.03971162511264644,0.537821482602118,0.6902835168968109,2.9638108093797277
subject_23_task_3,23,3,,3,8,70.0,80.0,0.21789552080008512,10.0,0.13333333333333333,eye,低,2.4,2,79.5,0.7071067811865476,79.0,80.0,29.999999999999574,20.63106192366964,4.097744810334457,2.6900631746775834,3.8595927205612903,1.8592549695303684,1.5232894338347986,1.4347591375893545,5.994774690954746,2.9684251003297732,2.9119566572460105,3.1318935624976,1.4367662939176522,1.0193919243074063,1.0755289075832588,6.935362599281145,3.252386472137161,5.063679824893125,5.892550910334671,3.147942866385755,0.6422970220487443,1.1636894736840988,22.9705301575694,9.191187187108165,10.432406018681583,13.82514496326626,10.628486299034497,0.8810227641302749,1.3252115512480256,998,2.963228976697062,0.11617020915972155,0.9579158316633266,0.9328657314629258,0.04809619238476954,0.01603206412825651,2,2,397.1162511264644,0.6007810153199159,0.06007810153199159,0.03971162511264644,0.537821482602118,0.6902835168968109,2.9638108093797277
subject_23_task_3,23,3,,3,9,80.0,90.0,0.24513246090009574,10.0,0.15,eye,低,2.4,2,77.0,0.0,77.0,77.0,-2.8421709430404007e-13,8.244791690569631,4.373100003883516,4.011464832868968,4.769603459423051,2.584683577550082,1.0901504029279772,1.188992963453669,4.259810166547556,3.3673095442122283,4.4561131633815405,3.661219572753495,1.675073566280928,0.755660689204071,0.8216172791211529,5.891430271351771,4.188546745495489,6.843829960176395,5.669396526408745,2.7754107963997847,0.612017944611168,0.8283952931908641,15.096376473184302,14.189002926669081,10.816408690723813,10.675059294001228,7.465475966887836,1.311803513751992,0.98693194749161,998,3.0110330661322644,0.10366056360138172,0.9879759519038076,0.9288577154308617,0.06613226452905811,0.002004008016032064,2,2,397.1162511264644,0.6007810153199159,0.06007810153199159,0.03971162511264644,0.537821482602118,0.6902835168968109,2.9638108093797277
subject_23_task_3,23,3,,3,10,90.0,100.0,0.27236940100010637,10.0,0.16666666666666666,eye,低,2.4,2,76.0,0.0,76.0,76.0,-1.4210854715202004e-13,7.813983936876797,6.335592335593393,3.2538630171645715,5.539371728715087,3.272107319417044,1.9470986646248718,1.702398564258589,3.538519623071908,3.3301490385655037,3.8800762628396455,4.161612408705335,2.5583465502242357,0.8582689650868677,1.0725594361538777,4.95081563139467,5.026199957926041,5.499335804963588,6.952101543851237,6.356120154988499,0.9139649107060339,1.2641711272798457,10.935856027958218,10.883808839726756,9.227259877656097,11.94685984648933,8.742411318740167,1.179527723726738,1.294735382431221,999,3.051043043043043,0.08169162866252712,0.980980980980981,0.8938938938938938,0.09509509509509509,0.0,3,3,436.4887353559633,1.1898468008410952,0.11898468008410952,0.04364887353559633,0.712504068968413,0.7983480287643261,3.0005968177742175
